ID,Name,Type,Keywords,Range,Description,Requirements,Combined Costs,Mana Cost,AP Cost,RP Cost,Other Costs,Benefits,Associated Abilities,Parent Ability,Subdivision Index,Gathering Cost,Gathering Bonus
extending_spear,Extending Spear,true_ability,,30ft,You may make a Light Attack against all targets in a line up to the range.,Polearm only.,AP: 2,,2,,,,,,,,
extra_arms,Extra Arms,true_ability,Quick,Self,Your next interact with object costs 1 less AP.,,AP: 0,,0,,,,,,,,
fading_counter,Fading Counter,true_ability,"Counter, Illusion",Self,"When the enemy attacks you in melee, they instead attack an illusionary clone, missing you. You may then immediately attack the enemy with a basic Light Melee Attack. You may then move up to 5ft in any direction and this movement does not provoke attacks of opportunity.",,MP: 1 RP: 2,1,,2,,,,,,,
faerie_eyes_calling,Faerie Eyes: Calling,true_ability,"Charm, Illusion",30ft,"You activate your Faerie Eyes, charming a target to move their Speed towards you. If your Focus is higher than the target’s the target moves up to its speed towards you. The target immediately stops their movement if they are going to take damage from further movement. Against Grunts, this attack always hits regardless of Focus, costs 0 mana, and the target will continue to move even if it will take damage.",,AP: 1 MP: 1,1,1,,,,,,,,
faerie_flash,Faerie Flash,true_ability,"Teleport, Rage",,You Teleport up to twice your Speed to an unoccupied space that you can see. Can only be used once per encounter.,,AP: 1 MP: 1,1,1,,,,,,,,
faerie_flash_ii,Faerie Flash II,true_ability,Teleport,,You Teleport up to twice your Speed to an unoccupied space that you can see.,,AP: 1 MP: 1,1,1,,,,,,,,
faerie_light_eyes,Faerie Light Eyes,key_ability,,,,,,,,,,"Faerie Light Eyes provide protection against Illusions, giving you the ability to immediately see the reality warping distortions that illusions cause.  The user is not only notified of illusions, but immune to all but your own., One of your eyes becomes a Faerie Light Eye. It may be used to make Mystic Eye type abilities of the appropriate type. An eye can only be a single mystic eye type.",,,,,
faerie_light_eyes_empty,Faerie Light Eyes:  Empty,true_ability,"Concentration, Mind Affecting, Illusion",60ft,"You lock eyes with an enemy, casting an illusion onto the target’s mind. Name an ability that the target had previously used in the current encounter. The target forgets the target ability, being unable to use it completely while the Illusion is in effect. This ability cannot target Secret Arts, Climax Arts or Esoteric Arts. Only one target may be under the effect of this illusion at a time. If the target is non-heroic and under the effect of Faerie Light Eyes: Hold Person, instead the target immediately is rendered insane permanently. An insane target takes no further combat actions.

Does not work against Boss type enemies.",Enemy has used the target ability,AP: 2,,2,,,,,,,,
faerie_light_eyes_golden_illusion,Faerie Light Eyes: Golden Illusion,true_ability,"Illusion, Mind Affecting",Self,"You copy the target’s ability that was forgotten and add it to your abilities until the end of the encounter. You must still fulfill all requirements to use this skill. This ability is generated from illusions and gains the keyword, Illusion. You can only have one Golden Illusion ability at a time.

If the target stops being affected by Empty, you lose your Golden Illusion ability.",A target is affected by Faerie Light Eyes: Empty.,RP: 0,,,0,,,,,,,
faerie_light_eyes_hold_person,Faerie Light Eyes: Hold Person,true_ability,"Illusion, Mind Affecting, Stun",60ft,"You gaze into the target’s eyes and stun them for 1 turn, reducing their AP and RP to 0. While stunned, the target can also not take any actions.",Target must be non-heroic and have eyes.,MP: 1 RP: 1,1,,1,,,,,,,
faerie_light_eyes_time_dilation,Faerie Light Eyes: Time Dilation,true_ability,,Self,"Flooding your eyes with magic, you cast a self Illusion causes time slow down. You use the Dodge action with a Dodge bonus equal to 2X.",You are the target of a single-target attack.,MP: X RP: 1,X,,1,,,,,,,
faithful_shield,Faithful Shield,true_ability,Overcharge,Self,"You may use Shelter once at 0 RP cost if the target is your Soulmate. This effect lasts until the start of your next turn.

Overcharge:You may spend 4 AP on this ability to instead gain 2 free uses of Shelter.

These free uses ignore the normal limitation of using an ability only once per turn.",,AP: 2,,2,,,,,,,,
fallen_friend,Fallen Friend,key_ability,,,,,,,,,,"When an Heroic tier ally reaches 0 HP, you may immediately enter Rage Stance for 0 AP and RP as well as 0 mana. You can use this even if you don’t have the Rage ability yet.",,,,,
fan_of_knives,Fan of Knives,true_ability,,20ft,You may make a Light Attack against all enemies in range. This is considered a Ranged Weapon Attack that does not provoke attacks of opportunity.,"Throwing Weapon, Set of Missiles or Thrown attack only.",AP: 2,,2,,,,,,,,
fancy_footwork,Fancy Footwork,key_ability,,,,,,,,,,"You gain proficiency with Dueling Weapons. While wielding a dueling weapon, you also gain the light blades' Nimble ability, even if not wielding or proficient with light blades.",,,,,
farming_basics,Farming Basics,key_ability,,,,,,,,,,"You gain proficiency in the scythe specialized weapon and can use it as farming tool. You also gain proficiency in the Sickle and can use it as a farming tool and One-Handed axe., You can plant seeds in plots of land that sprout into harvestable Food and Alchemy materials. You can work 10 plots of land., You gain Farmer core abilities.",,,,,
farming_basics_harvest,Harvest,crafting_ability,,,"You harvest the planted seeds or take care of the plants not ready to be harvested yet. Do a crafting session. Your crafting score is the total value of seeds you can harvest or take care of. If your crafting score is not high enough to harvest or take care of all seeds you planted, you must give up on some of the seeds. Starting from the seed with the highest difficulty, you drop seeds until your total crafting score matches or exceeds the total difficulty of the seeds.Infuse QiKeywords:RapidDescription:You infuse one of the planted herbs with Qi, upgrading it from common to rare and adding 10 to its difficulty. Bountiful HarvestKeywords:RapidDescription:You bless one of the planted seeds that grants Food units or Alchemy materials. It grants double that amount and you add 5 to its difficulty. Does not stack.",,,,,,,,,farming_basics,3,,
farming_basics_sow_seeds,Sow Seeds,crafting_ability,,,You may plant seeds in plots of land. You may plant 1 set of seeds in each plot of land you can work.,,,,,,,,,farming_basics,2,,
farming_basics_spiritual_ground,Spiritual Ground,crafting_ability,,,"You infuse the land with your spiritual energy, creating up to 10 plots of land suitable for farming. These plots of lands can grow food and herbs at an accelerated rate and allow the planting of tier 1 rare herbs. All plots of land must be filled with seeds before they begin growing. After creating a spiritual ground, you may immediately use Sow Seeds in it for 0 IP. You can only have 1 spiritual ground at the same time.",,,,,,,,,farming_basics,1,,
fast_dimensional_equip,Fast Dimensional Equip,true_ability,,Self,"You summon an item from your dimensional armory into your hand. You can also send a held weapon (not wielded or carried by another creature) under your full control to your Dimensional Armory and swap it with another from your Dimensional Armory.

You may use 1 RP to activate this ability. If you do, the Mana cost is reduced by 1.",You have a Dimension Armory active.,MP: 1 RP: 0,1,,0,,,,,,,
fast_hands,Fast Hands,true_ability,Quick,,You reduce the AP cost of your next Interact with object action this turn by 1.,,AP: 0,,0,,,,,,,,
fast_runner,Fast Runner,true_ability,,,Your base movement speed is 25ft instead of 20ft.,,,,,,,,,,,,
feeding_frenzy,Feeding Frenzy,true_ability,,Self,"You may use this after reducing an enemy’s hit points to 0 or less.

You may immediately use your Vampire Bite ability for 0 RP against the enemy you downed.",Must be under the effects of Blood Frenzy.,RP: 0,,,0,,,,,,,
feigned_retreat,Feigned Retreat,true_ability,Sidestep,40ft,"All allies in a 15x15ft square within range may Sidestep up to their speed towards you.

If they successfully left an enemy’s melee range and are not in an enemy’s melee range after moving, then the first time an enemy enters their melee range before the start of their next turn, they may make an Attack of Opportunity against that enemy.",,AP: 2 MP: 1,1,2,,,,,,,,
feint,Feint,true_ability,,15ft,"You target an enemy. If the target is a Grunt or you have higher Agility than the target, then they cannot make an attack of opportunity against you until the start of your next turn.",,AP: 1,,1,,,,,,,,
felling_strike,Felling Strike,true_ability,,Melee Weapon Range,"Make a heavy attack against a target enemy that is no larger than large size category. On damage, sidestep to any unoccupied space next to the target, of the same elevation as the target, and knockback the target 10ft.","Axe, Chainsaw and Giant Scissors Only",AP: 2 MP: 2,2,2,,,,,,,,
fiery_rebirth,Fiery Rebirth,true_ability,Downed,Self,"You regain HP until you are at 1 HP, stand up from prone and deal Light full pierce fire damage to all enemies within 5ft of you.

After using this ability, the mortal wound condition is removed from you and you cannot use Fiery Rebirth again for the rest of the arc.",You’ve suffered a mortal wound.,MP: 5 RP: 0,5,,0,,,,,,,
fight_or_flight,Fight or Flight,true_ability,Rage,Self,"Fight:You immediately gain 2 AP that can be used on basic abilities, but lose 1 RP.

Flight:You immediately gain 1 RP, but recover 2 less AP on your next turn.

You regain the use of this ability after the Encounter Conclusion phase.",,RP: 0,,,0,,,,,,,
fighters_journey,Fighter's Journey,key_ability,,,,,,,,,,"You gain proficiency in 5 common weapons groups., You gain proficiency in all light armor, medium armor and normal shields., You gain +5 HP.",,,,,
fire_stance,Fire Stance,key_ability,,,,,MP: 1 RP: 0,1,,0,,You may use Tempestuous Fire Stance,Tempestuous Fire Stance (tempestuous_fire_stance),,,,
fireball,Fireball,true_ability,"Fire, Spell",60ft,"You hurl a Fireball at a 15x15ft area, making a Light Attack that deals Fire Damage against all units in the area.",,AP: 2,,2,,,,,,,,
fireball_barrage,Fireball Barrage,true_ability,"Fire, Spell",60ft,"You hurl three Fireballs at three separate 15x15ft areas, making a Light Attack that deals Fire Damage against all units in each area. These three areas may not overlap.",,AP: 3,,3,,,,,,,,
fireball_ii,Fireball II,true_ability,"Fire, Overcharge, Spell",60ft,"You hurl a Fireball at a 15x15ft area, making a Light Attack that deals Fire Damage against all units in the area. On damage, they become Burning X where X equals your Power x 3Overcharge:You may spend extra mana to increase the size of the area. Every mana spent increases the size by 5ft.",,AP: 2 MP: 1,1,2,,,,,,,,
